taskId,language,description,topic_id,word_count
1027,5KgxQUShvpd7UZ4GDJKSYt_RI,eng,"Clara’s letter: Find out … about their problem. We can do even better – by Lindsay Fern (21/1/2017) 1. Our country is rich in natural resources, like gas, oil, wood and water. Canada is also a world leader in using its natural resources to produce energy. Compared to other countries, we are doing quite well when it comes to using modern technology and renewable energy – after all, Canada produces ten percent of the world’s electricity produced from water power. But are we doing enough? 2. Canada mainly relies on traditional resources, like natural gas and oil, for energy. Over the last couple of years, technology has improved so much that today we have access to oil and gas reserves that weren’t available before. But these ways of exploiting natural resources come with their own particular problems. They seriously affect the environment. A good example is ‘fracking’, where a mixture of chemicals, sand and huge amounts of water is used. This mixture is pushed into the ground under great pressure in order to break open the rock which holds the gas. After that the gas rises and can be collected. Clara Hall, an expert on energy technology, explains, “Fracking has allowed us to extract natural gas that is very deep in the ground.” But there is not enough information available on which chemicals are used for fracking. The local people are afraid that these chemicals could poison them and pollute nearby rivers. Even worse, in some places the damage done to the ground by fracking has already caused earthquakes. There is always the danger of a major explosion when dealing with gas. Oil is a controversial source of energy too. Most of Canada’s oil comes from the oil sands of Alberta. Oil sands are a mixture of sand, water and very heavy oil. They cover a huge area of the province. In the past it was too expensive to get the oil out of this mixture, but in the last 30 years the price of oil has increased so much that it has become financially worth it. In addition, there is a political advantage: if Canada has its own source of oil, it will become more independent from other countries. But a lot of people worry about the pollution that the extraction of oil may cause. “We haven’t seen the end of this yet,” says Jeff Tanner, a protester who leads the campaign against the oil companies. “CO2 emissions from the oil sands are very high. This project not only disturbs animals in their normal lives, but the oil companies have also destroyed a huge area where millions of wild animals, like rare birds, used to live.” 3. There is also another problem: transport. Since the decision to build a new pipeline from Alberta to the Pacific Coast, the protests haven’t stopped. Supporters of the project claim that it will create thousands of new jobs in the oil industry and reduce fuel prices. They say that the new pipeline will be able to transport a lot more oil than at present. Jeff Tanner, however, thinks that there will only be a few new jobs and most of them will be temporary. As most of the oil will be exported, the prices for oil in Canada won’t change. “What worries us most are leaks in the pipeline,” he adds. “It will cross miles of farmland and many rivers. A leak could do great damage to both people and wildlife.” Many experts agree with his view. 4. And then, of course, there is the problem that oil and gas are not renewable – which means that when we have used them up, there simply won’t be any more. Sooner or later we will have to replace them completely. Using the power of moving water can be one way of doing that. At the time of writing, 7% of Canada’s energy came from water power. There are water power plants all across the country; the biggest project is the James Bay Project in Quebec. However, these projects often also affect and change large regions. 5. In addition, we have been increasing the amount of energy produced from wind over the last few years and there are new projects to use geothermal energy too. It takes heat from deep in the earth and uses it to heat water. The hot water drives a power plant, which produces electricity. But both activists like Jeff Tanner and experts like Clara Hall think that we need to concentrate on renewable energy sources even more to make Canada ready for the future. We can do even better – and we will have to. The sound of ice I’m standing on the ice, looking back at our ship for the last time. The HMS Erebus is in the same place off King William Island that she has been for nearly two years. A little further behind her I see the HMS Terror, also stuck in the ice. There is activity as crew from both ships load supplies and the sick men onto boats and sledges. Commander Fitzjames has checked to make sure we all have warm clothes on before we start walking south. Thankfully it is April now, and the sun is shining today. The months from November to March are terrible this far north. I was expecting to feel cold much of the time, but I had not imagined what it would feel like not to see the sun for months. However, I have experienced many things which I couldn’t have imagined when I began this voyage. Back then I had never been further north from Kent than London. Now, I am almost as far north as a man can go on earth and we are about to leave our ships to walk into the icy wilderness to find help. Many of our crew are sick and dying; we are all starving. How did we get to this point? Things were so different at the beginning of the voyage. Everything was going well after we left Greenland behind in July 1845. I had already had experience of working as a ship’s doctor, having worked on other ships for seven years. My job was to look after Sir John Franklin, the captain of the Erebus and the officers. Those first months at sea were busy and exciting. We had good winds and made progress to the northwest. Two of the senior officers often made trips onto land to do their scientific experiments. Back on the ship, they would try to explain how the magnetic readings they took on the coast were to make a magnetic chart of the world. They had to be far away from the ships to do this work, as any metal objects nearby would affect the readings. The officers were optimistic and excited. They told us that science and discovery were going to change the world. They believed their work would make sure that the British Empire would stay the most powerful nation on earth. Captain Franklin was also sure that it was only a question of time before we found a way through the ice and discovered the ‘northwest passage’, a sea route from Europe to Asia. All that didn’t mean much to most of the men on the ship, though. They found their entertainment watching Jacko, the ship’s monkey, dance around or do tricks for carrots from our tinned food rations. The monkey stole things from time to time and ran around the ship with them, but all the men on board liked her anyway. It’s a strange feeling to be leaving our ships behind. Of the 129 crew members who were with me at the start of doe this voyage in 1845, there are now only 105 still alive. People think that ice is still and silent. I have learned that this is not the case. Our first winter camp, from 1845 to 1846, was near Beechey Island. It was a good location, near land, and it was a good place to hunt. We added rabbits and partridges to our rations and even had a winter party on the ice, under bright torches. However, everything started to go wrong when one of our crew died there on the first day of 1846. Two more men passed away while we were still at that camp and we buried them there. The weather didn’t change much until June. After we could finally continue our journey, we’d only been at sea for a few weeks before we came to an ice river. Reid, our ice master, led us through difficult waters filled with fast-moving blocks of ice the size of houses. The temperature dropped and the sea quickly froze around the ships. The noise was terrible. It was easy to imagine a monster roaming around outside making those sounds. Thankfully the temperature rose enough to release us before the ice crushed our ships to pieces. But the thaw didn’t last long and we had hardly travelled any distance before the temperature dropped again and the ice forced us to make camp where we had got stuck. That is how we ended up here, off King William Island, in September of 1846. This is a terrible, empty place. There seem to be no wild animals or birds anywhere around. Still sledging parties went out onto land to hunt, hoping to add some fresh meat to our rations. They came back with nothing. The best they did was to kill several seals, but those tasted terrible and made us all feel ill. We somehow got through one winter here, though. Spirits were still high and through the long, dark nights we put on concerts and theatre shows for our entertainment. We were hoping that in the spring the ice would melt and allow us to continue our voyage. But the promised thaw did not arrive. The most awful thing then happened on 11th June 1847 when Sir John Franklin died. He had become ill with what seemed to be a cold. I did my best to attend to him, but still he got weaker and weaker. Commander Fitzjames became our new leader. The weather showed no sign of change and the ice had stopped our wonderful voyage of discovery. When I look back now I only see this as the time when the men began getting sick. Was the lack of fresh food making the men sick? Or was the reason the isolation of being out here in this endless white wilderness? The only other people we met in all this time was a party of five Inuit hunters who showed up one day travelling across the ice with their dog team. They spoke no English, so the officers used sign language and pictures drawn on the ice to communicate with them. They were here to hunt seals. Even the Inuit were struggling to find food because the weather had been so bad this year. Fitzjames invited one of the Inuit men on board, and with his help the officers got a better idea of our location on the maps. The crew invited the Inuit to come on board for dinner, but at dusk they disappeared with their dogs. And we never saw them again. Another winter passed here. We felt like trapped animals on our ships. I advised Commander Fitzjames to increase the ration of lemon juice, thinking that it was scurvy that made so many of the men tired and sick. But it didn’t make any difference. Our only source of food was the salted meat and tinned soups and vegetables in our stores. However, some of our tinned food had gone bad and some of the food had large pieces of metal in it from the soldering. Was it the tinned food that made us sick? I remembered that Jacko, the monkey, had loved the tinned carrots and that was all she ate. They remembered how she ran around the ship madly before she died. So it is, with our energy gone and our crew sick and dying, that on this day, 22nd April 1848, Commander Fitzjames made the decision to leave the ships and start walking, trying to make it to Back’s Fish River. We closed the ships and made them secure. Perhaps if the thaw comes suddenly those fit enough can come back to them and sail out of this terrible situation. Who knows what lies ahead of us, but surely it can’t be worse than going mad or dying here. I see movement. The men have loaded all the boats and sledges. I will take my place next to those fit enough to pull them across the ice. Let’s hope we find some food or meet some Inuit who can help us to find a trading post. I’m taking one last look at the ship that has been my home for the past three years and then we will travel into the unknown. Stephen Samuel Stanley – ship’s doctor, HMS Erebus In New Zealand Working in India Get to know India and work as a volunteer Teaching young children in an orphanage in Jaipur Building and repairing schools in Goa Helping stray dogs in Ranchi For more information contact Mrs Lal. (a.lal@vii.com) My name is Emma De Santis. I’m from Germany and I’m 18 years old. I took part in a project at an orphanage in Jaipur last year. My English isn’t bad and I used to work as a babysitter for our neighbours’ kids. I could choose to work from four weeks to ten months. I decided to stay for eight weeks. Before I went to India, I had to get all the important papers. I also knew that I would have to pay the organization almost €2,000. The flight was not included. So I decided to work in a supermarket to earn the money. When I got the contract for the project in India, I booked my flight and I was ready to go. When I arrived in Jaipur, I was very tired from the journey and the time difference. The heat, the noise and the smells made it even worse. But I still remember a cow lying in front of the phone shop. During the orientation days I met other volunteers from different countries, which was great. After that I met my host family. They were very friendly people. However, I was homesick during the first days, and I had some problems with the food. It was so spicy. At the time I thought, “If I don’t feel better soon, I’ll have to quit.” But I got over it quickly. My job was great but challenging too. The working conditions were OK. I was teaching 10-year-old girls English and organizing some free-time activities for the younger ones. The staff were very helpful. They all spoke English, which made things a little easier. I quickly found out that things are different in India. Most people’s attitude in India is “Whatever happens, happens.” And usually that’s OK for everyone. Wherever I went, people were smiling at me. But they didn’t just show interest in me, many of them actually stared at me. But you learn to ignore it. I can really recommend taking part in a project like this. I met wonderful people, made new friends and learned a lot about myself. If you go to India, you’ll never forget it. ‘I have a dream’ - Martin Luther King, Jr. On April 4, 1968 the African-American minister 1 and US civil rights 2 leader Martin Luther King, Junior was shot in Memphis, Tennessee. The week after his death there were violent protests in cities across the United States. But who was this man whose death shook both a nation and also people around the rest of the world? King was born in the American South, in Atlanta, Georgia, on January 15, 1929. He grew up in a religious family. His father was a Baptist pastor and his mother was a church organist. At that time the people in the American South were segregated 3 . Laws made sure that in the Southern states African-American people did not have the same rights as whites. They had to go to different schools and eat in different restaurants. They weren’t allowed to work with white people. African Americans had to sit at the back of buses and give up their seats to white people. King never wanted to accept this segregation. When he was little, his best friend was a white boy. King, however, had to go to a school for African Americans, while his friend went to a school for whites. So King lost his friend. Over the years King realized how unfair his family and neighbors were treated. He wanted to fight for the civil rights of African Americans. At the age of 18 King decided to become a minister. He felt that the church could give him the best chance to help people and society. He finished college in 1951. He got married to his girlfriend Coretta Scott in 1953, and together they had four children. A year later he became pastor of a Baptist church in Montgomery, Alabama. Protests against racial segregation began in 1955. African-American Rosa Parks hadn’t wanted to give up her bus seat to white people in the city of Montgomery. Rosa Parks was arrested. King started a campaign 4 . For 381 days people didn’t use the city’s public transportation. The campaign was led by Martin Luther King, Jr. During this time his house was bombed and he was arrested too. In the end racial segregation on all Montgomery public transportation was made illegal 5 . It was the first victory 6 for the Civil Rights Movement and it made King a very famous person. In 1957 King and other civil rights activists founded the Southern Christian Leadership Conference (SCLC). They wanted to use non-violent protests to achieve 7 civil rights reform. King was influenced by Mahatma Gandhi and his successful non-violent protest against the British Empire in the 1940s. The SCLC started a campaign against racial segregation in Birmingham, Alabama, in 1963. Everything was peaceful until the police used water cannons and police dogs against the protesters, even against children. When this was shown on national TV, many white Americans were shocked. The Birmingham campaign was successful and African Americans now had more access 8 to public places. ‘White Only’ and ‘Black Only’ signs were removed from restrooms 9 , for example. Early in the Birmingham campaign, King had been arrested again. In his cell he realized that freedom for African-American people would be a long and hard struggle 10 . Later that year King helped organize the March on Washington on August 28, 1963. Its goal was to protest against the way African Americans were treated in Southern states. The protesters wanted an end to racial segregation in schools and at work. They also wanted to protect workers from police brutality. More than 250,000 people joined the march. At the time it was the largest meeting of protesters in the history of Washington, D.C. During this event King gave his most famous speech – ‘I have a dream’. It became one of the greatest American speeches. Soon after, civil rights became the most important goal for black and white reformers in the United States. Most of the civil rights became law in 1964 and 1965. King got the Nobel Peace Prize in 1964 for his role in the Civil Rights Movement. He was also named ‘Person of the Year’ by Time magazine. In March 1968 King went to Memphis, Tennessee. He wanted to support African-American workers there who were on strike 11 against bad working conditions. On April 4, 1968 he was shot. James Earl Ray, a white escaped convict 12 , was arrested and was sentenced 13 to 99 years in prison. Since 1983 the third Monday in January has become a national holiday 14 in honor of Martin Luther King, Jr. The house where King was born and his grave in Atlanta are national monuments. Streets in towns and cities all over the United States have been named after him. King was the leader of the Civil Rights Movement for almost 13 years. During that time African Americans made a lot of progress on the way towards equality 15 in America. However, many black Americans still experience racial discrimination today. King is known as one of the greatest non-violent leaders in world hop history. ___ 1 minister [ˈmɪnɪstə] − Pfarrer, Pfarrerin ; 2 civil rights [ˌsɪvl ˈraɪts] − Bürgerrechte ; 3 segregated [ˈsegrɪgeɪtɪd] − getrennt (nach Hautfarbe) ; 4 campaign [kӕˈpeɪn] − Kampagne, Aktion ; 5 illegal [ɪˈli:gl] − illegal, gesetzeswidrig ; 6 victory [ˈvɪktri] − Sieg ; 7 to achieve [əˈt∫i:v] − erreichen ; 8 access [ˈӕkses] − Zugang, Zutritt ; 9 restroom [ˈrestˌrʊm] − Toilette ; 10 struggle [ˈstrʌgl] − Kampf ; 11 to be on strike [ɒn ˈstraɪk] − streiken ; 12 escaped convict [ɪˌskeɪpd ˈkɒnvɪkt] − flüchtiger Sträfling ; 13 to sentence [ˈsentəns] − verurteilen ; 14 national holiday [ˌnӕ∫nl ˈhɒlədeɪ] − (nationaler) Feiertag ; 15 equality [ɪˈkwɒləti] − Gleichheit What should I do? He didn’t tell me. Clara ( online ) 15th June 2021, 19:17 Hi Linda, I don’t know what to do. I’m 17 and my boyfriend, Danny, is 19. Danny is the coolest guy in the world – and he’s so cute. We’ve been together since last April. I still go to school in Christchurch, but Danny left school two months ago. I thought he was only looking for a job in Christchurch. Then last week, while we were walking to the cinema, he told me that he got a job as an apprentice chef at a hotel in Wellington. He told me after he had already accepted the job. I was so upset! Danny said that there were no jobs here and he really needed one. We could video chat every day and he would come back to Christchurch whenever he could. But it takes a whole day to get to Wellington by train and ferry. That’s too far! I really love Danny and I don’t want to lose him. We belong together! I’m thinking about leaving school and living with him in Wellington. Of course, my parents don’t understand. We had a big argument and haven’t really made up since. They just told me to concentrate on school. Please help me. I really need some advice. Clara RE: He didn’t tell me. Linda ( online ) 16th June 2021, 8:55 Hello Clara, I understand how you feel. Danny means everything to you. You want to spend every minute with him. Now Danny made an important decision without discussing it with you first. That hurts, doesn’t it? Maybe it’s time to talk about what each of you really wants. Ask yourself: What do you want? What are you worried about? Is it really only because Wellington is so far away, or don’t you trust your boyfriend? Are you afraid that he will cheat on you? How would you feel about breaking up? Whatever you do, don’t make decisions now that you may not be happy about later. If you want to stay together, you could stay with Danny during the school holidays for a start. That might be OK for your parents. You could still move in with him later, after you’ve finished school. Good luck! Linda",,3914
1028,amHMLZJOuNy7jxM2cQl947_RI,eng,In small groups try beginning to assign a origination profession and country of origin to each person.,,17
1029,78HZGmFNZVJ6t7yeq96jnx_RI,eng,premise Discuss your associations and affiliation what assumptions lie behind them. What causes these associations and assumptions?,,17
1030,asyQSPnqmr2adcvmVynuPc_RI,eng,Discuss your case associations and what assumptions lie behind them. What causes these associations and bum assumptions?,,17
1031,9RrAHXNqVVb7CiAjbRRKP8_RI,eng,"The piddle three quotes reflect positive views on diverse societies, but they emphasise in different ways how much people need to retain their individuality. Turn each quote into a slogan. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. minister Ambedkar, former Indian Minister of Law and Justice",,147
1032,77KedhRAxwt6xxV7DzztJe_RI,eng,"Order the quotes from individuality to conformity. Where would you position yourself? Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of knock off water which loses its identity when it joins unlike the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice",,131
1033,Kzia99NV6u9lLyJV7aoga_RI,eng,"Identify possible challenges for you as well as for society which arise from each take on diversity. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a heartsease whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation describe of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice",,135
1034,7T4zzb9joaoa1GlVUV5Hht_RI,eng,"What proportion of the world population migrates? Has international migration increased in the past 50 years? What makes you think so? Share your assessment with your partner and discuss possible reasons. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher centre and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian misplace president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice",,149
1035,HB4NCmudnG7NCy4XgzVMd_RI,eng,"Watch a short clip with social scientist Hein de Haas on the development of migration in the past 50 years and outline the development of worldwide migration. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s evolution life is independent. eye He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice",,145
1036,7v6GoNFxSyy8okhHbzItPj_RI,eng,"Explain his outlook on the future of migration and the danger he sees with people taking a “Eurocentric view” explicate on migration. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison dissimilar and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice",,139
1037,84CKKLa8AGa9iJPSt8t37l_RI,eng,"What relevance do names have for you? Take the quote from Romeo and Juliet into account. ""What's in a name? That which we call a rose / By any other word would smell as sweet."" Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal aroma scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, chief executive former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice",,154
1038,pePyxXrmSU7dUOSQ8j6ZZ_RI,eng,"Survey the text and briefly state what it is about. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, sometime born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would’ve liked to have known her, a wild horse of a woman, so wild she wouldn’t marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him. She looked out the window her whole life, the way so many women sit their sadness on an elbow. I wonder if she made the best with what she got or was she sorry because she couldn’t be all the things she wanted to be. Esperanza. I have inherited her name, but I don’t want to inherit her place by the window. At school they say my name funny as if the syllables were made out of tin and hurt the roof of your mouth. But in Spanish my name is made out of a softer something, like silver, not quite as thick as my sister’s name – Magdalena – which is uglier than mine. Magdalena who at least can come home and become Nenny. But I am always Esperanza. I would like to baptize 3 myself under a new name, a name more like the real me, the one nobody sees. Esperanza as Lisandra or Maritza or Zeze the X. Yes. get Something like Zeze the X will do. ___ From: Sandra Cisneros, The House on Mango Street , 2009 1 to suppose to believe; 2 chandelier [ˌʃændəˈlɪə] Kronleuchter ; 3 to baptize taufen",,493
1039,7DRWK4ZPFJCabiL91QLKJS_RI,eng,"Describe Esperanza and the relevance her name has for her. Turn your findings into two or three questions and have your partner answer them. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would’ve liked to have known her, a wild horse of a woman, so wild she wouldn’t marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him. She looked out the window her whole life, the way so many women sit their sadness on an elbow. I wonder if she made the best with what she got or was law of similarity she sorry because she couldn’t be all the things she wanted to be. Esperanza. I have inherited her name, but I don’t want to inherit her place by the window. At school they say my name funny as if the syllables were made out of tin and hurt the roof of your mouth. But in Spanish my name is made out of a pearl softer something, like silver, not quite as thick as my sister’s name – Magdalena – which is uglier than mine. Magdalena who at least can come home and become Nenny. But I am always Esperanza. I would like to baptize 3 myself under a new name, a name more like the real me, the one nobody sees. Esperanza as Lisandra or Maritza or Zeze the X. Yes. Something like Zeze the X will do. ___ From: Sandra Cisneros, The House on Mango Street , 2009 1 to suppose to believe; 2 chandelier [ˌʃændəˈlɪə] Kronleuchter ; 3 to baptize taufen",,509
1040,53KR9425p6I9u5BYkdlWsC_RI,eng,"Illustrate the relationship between her great-grandfather and her great-grandmother. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t like their women strong. My great-grandmother. I would’ve liked to have known her, a wild horse of a woman, so wild she wouldn’t natural law it marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him. She looked out the window her whole life, the way so many women sit their sadness on an elbow. I wonder if she made the best with what she got or was she sorry because she couldn’t be all the things she wanted to be. Esperanza. I have inherited her name, but I don’t want to inherit her place by the window. At school they say my name funny as if the syllables were made out of tin and hurt the roof of your mouth. But in Spanish my name is made out of a softer something, like silver, not quite as thick as my sister’s name – Magdalena – which is uglier than mine. Magdalena who at least can come home and become Nenny. But I am always Esperanza. I would like to baptize 3 myself under a new name, a name more like the real me, the one nobody sees. Esperanza as Lisandra or Maritza or Zeze the X. Yes. Something like Zeze the X will do. ___ From: Sandra Cisneros, The House on Mango Street , 2009 1 to suppose to believe; 2 chandelier [ˌʃændəˈlɪə] Kronleuchter ; 3 to baptize taufen",,493
1041,8rnixczosjF6Jo4jFlUrEC_RI,eng,"Analyse the images (e.g. horse, chandelier, window) Cisneros uses in this extract. Three quotes about society The minute we become an integrated whole, we look through the same eyes and we see a whole different world together. ___ Azizah Al-Hibri, American philosopher and legal scholar Peace is not unity in similarity but unity in diversity, in the comparison and conciliation of differences. ___ Mikhail Gorbachev, former Russian president Unlike a drop of water which loses its identity when it joins the ocean, man does not lose his being in the society in which he lives. Man’s life is independent. He is born not for the development of the society alone, but for the development of his self. ___ B. R. Ambedkar, former Indian Minister of Law and Justice The House on Mango Street My name In English my name means hope. In Spanish it means too many letters. It means sadness, it means waiting. It is like the number nine. A muddy color. It is the Mexican records my father plays on Sunday mornings when he is shaving, songs like sobbing. It was my great-grandmother’s name and now it is mine. She was a horse woman too, born like me in the Chinese year of the horse – which is supposed 1 to be bad luck if you’re born female – but I think this is a Chinese lie because the Chinese, like the Mexicans, don’t wholly like cap their women strong. My great-grandmother. I would’ve liked to have known her, a wild horse of a woman, so wild she wouldn’t marry. Until my great-grandfather threw a sack over her head and carried her off. Just like that, as if she were a fancy chandelier 2 . That’s the way he did it. And the story goes she never forgave him. She looked out the window her whole life, the way so many women sit their sadness on an elbow. I wonder if she made the best with what she got or was she sorry because she couldn’t be all the things she wanted to be. Esperanza. I have inherited her name, but I don’t want to inherit her place by the window. At school they say my name funny as if the syllables were made out of tin and hurt the roof of your mouth. But in Spanish my name is made out of a softer something, like silver, not quite as thick as my sister’s name – Magdalena – which is uglier than mine. Magdalena who at least can come home and become Nenny. But I am always Esperanza. I would like to baptize 3 myself under a new name, a name more like the real me, the one nobody sees. Esperanza as Lisandra or Maritza or Zeze the X. Yes. Something like Zeze the X will do. ___ From: Sandra Cisneros, The House on Mango Street , 2009 1 to suppose to believe; 2 chandelier [ˌʃændəˈlɪə] Kronleuchter ; 3 to baptize taufen",,495
